is_canceled,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,stays_in_nights,prt
0,152,4,17,20,0,4,2,0,1,Groups,Direct,0,0,0,0,2,0,0,Transient-Party,51.0,0,1,4,0
0,152,4,17,20,0,4,2,0,1,Groups,Direct,0,0,0,0,2,0,0,Transient-Party,49.0,0,1,4,0
0,1,4,17,23,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,87.0,0,0,1,0
0,152,4,17,20,0,4,2,0,1,Groups,Direct,0,0,0,0,2,0,0,Transient-Party,49.0,0,1,4,0
0,152,4,17,20,0,4,2,0,1,Groups,Direct,0,0,0,0,2,1,0,Transient-Party,49.0,0,1,4,0
0,3,4,17,23,0,1,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,68.85,0,0,1,1
0,3,4,17,23,0,1,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,68.85,0,0,1,1
0,2,4,17,22,0,2,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,91.0,1,0,2,1
0,0,4,18,24,1,0,2,0,1,Direct,Direct,1,0,0,2,2,0,0,Group,85.0,1,0,1,1
0,79,4,17,22,1,2,2,0,1,Direct,Direct,0,0,0,6,6,0,0,Transient,117.0,0,0,3,0
0,79,4,17,22,1,2,2,0,1,Direct,Direct,0,0,0,5,5,0,0,Transient,102.0,1,0,3,0
0,80,4,17,18,2,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,78.2,0,1,7,0
0,106,4,18,24,1,0,2,0,1,Online TA,TA/TO,0,0,0,0,0,1,0,Transient,52.2,0,2,1,0
0,109,4,17,23,1,1,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,62.05,0,0,2,0
0,92,4,17,22,1,2,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,2,1,0,Transient,65.6,0,1,3,1
0,39,4,18,24,1,0,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,65.0,1,1,1,1
0,10,4,17,23,1,1,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,95.0,1,1,2,0
0,8,4,17,22,1,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,86.67,0,1,3,1
0,105,4,17,22,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,52.2,0,1,3,1
0,40,4,17,22,1,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,91.0,1,0,3,1
0,70,4,17,20,1,4,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,73.0,0,1,5,0
0,21,4,17,23,1,1,2,0,2,Direct,Direct,0,0,0,5,5,0,0,Transient,130.5,1,0,2,1
0,35,4,17,22,1,2,2,0,1,Corporate,Corporate,0,0,0,0,3,2,0,Transient,58.0,0,0,3,1
0,35,4,17,23,1,1,2,0,1,Direct,Direct,0,0,0,4,4,1,0,Transient,97.0,1,1,2,1
0,44,4,17,23,1,1,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,80.0,0,0,2,1
0,42,4,17,23,1,1,3,0,1,Direct,Direct,0,0,0,3,3,3,0,Transient,99.0,1,0,2,1
0,58,4,17,23,1,1,2,0,1,Direct,Direct,0,0,0,7,7,0,0,Transient,125.0,0,0,2,1
0,42,4,17,23,1,1,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,78.0,1,0,2,1
0,183,7,31,24,2,4,2,0,1,Direct,Direct,0,0,1,5,5,1,0,Transient,153.0,0,0,6,1
0,182,7,30,23,2,4,2,0,1,Direct,Direct,1,0,2,3,3,0,0,Transient,140.94,0,1,6,1
0,37,4,17,22,1,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,85.0,0,1,3,1
0,92,4,17,21,1,3,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,74.8,0,0,4,0
0,23,4,17,23,1,1,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,81.0,1,1,2,1
0,21,4,17,22,1,2,2,0,1,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,74.37,0,1,3,0
0,19,4,17,21,1,3,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,86.0,1,1,4,1
0,27,4,17,22,1,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,85.0,0,1,3,1
0,0,4,18,24,1,0,2,0,1,Direct,Direct,0,0,0,2,2,0,0,Transient,110.0,0,0,1,1
0,0,4,18,24,1,0,2,0,1,Direct,Direct,0,0,0,2,2,0,0,Transient,116.0,1,0,1,1
0,49,4,17,23,1,1,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,80.0,0,2,2,1
0,39,4,17,22,1,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,85.0,0,1,3,1
0,39,4,17,22,1,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,85.0,0,1,3,1
0,28,4,17,23,1,1,3,0,1,Online TA,TA/TO,0,0,0,7,7,0,0,Transient,136.0,1,0,2,1
0,1,4,18,24,1,0,2,0,1,Direct,Direct,0,0,0,0,1,0,0,Transient,96.5,1,0,1,0
0,2,4,18,25,1,2,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,87.0,1,0,3,0
0,1,5,18,1,1,2,2,0,1,Direct,Direct,1,0,2,5,5,0,0,Transient,127.0,1,0,3,0
0,35,4,17,22,1,2,2,0,1,Corporate,Corporate,0,0,0,0,3,2,0,Transient,81.5,1,0,3,1
0,35,4,17,22,1,2,2,0,1,Corporate,Corporate,0,0,0,0,3,5,0,Transient,81.5,1,0,3,1
0,85,4,17,21,1,3,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,76.0,0,2,4,0
0,85,4,17,21,1,3,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,76.0,0,2,4,0
0,9,4,17,23,1,1,1,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient-Party,81.0,0,2,2,1
0,85,4,17,21,1,3,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,76.0,0,2,4,0
0,4,4,17,23,1,1,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,95.0,0,1,2,1
0,28,4,18,24,1,0,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,65.0,0,1,1,1
0,14,4,17,23,1,1,2,0,1,Direct,Direct,0,0,0,5,5,0,0,Transient,105.0,0,0,2,1
0,9,4,17,23,1,1,2,0,1,Direct,Direct,0,0,0,5,5,0,0,Transient-Party,100.5,1,1,2,1
0,9,4,17,23,1,1,2,0,1,Direct,Direct,0,0,0,5,5,0,0,Transient-Party,100.5,1,1,2,1
0,13,4,18,25,2,5,2,0,1,Corporate,Corporate,0,0,0,3,3,0,0,Transient,85.0,1,0,7,0
0,1,4,18,26,0,2,2,1,1,Online TA,TA/TO,0,0,0,0,2,1,0,Transient,85.5,1,2,2,1
0,98,4,17,20,2,4,2,0,1,Online TA,TA/TO,0,0,0,0,5,0,0,Transient,82.2,0,1,6,0
0,32,4,17,19,2,5,2,0,2,Groups,Direct,0,0,0,4,4,0,0,Transient-Party,82.24,0,0,7,0
0,32,4,17,19,2,5,2,0,2,Groups,Direct,0,0,0,4,4,0,0,Transient-Party,80.81,0,0,7,0
0,32,4,17,19,2,5,2,0,2,Groups,Direct,0,0,0,4,4,0,0,Transient-Party,80.81,0,0,7,0
0,32,4,17,19,2,5,2,0,2,Groups,Direct,0,0,0,3,3,0,0,Transient-Party,38.22,0,0,7,0
0,32,4,17,19,2,5,2,0,2,Groups,Direct,0,0,0,3,3,0,0,Transient-Party,69.36,0,0,7,0
0,32,4,17,19,2,5,1,0,2,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,44.36,0,0,7,0
0,32,4,17,19,2,5,1,0,2,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,44.36,0,0,7,0
0,32,4,17,19,2,5,1,0,2,Groups,Direct,0,0,0,0,2,0,0,Transient-Party,44.36,0,0,7,0
0,32,4,17,19,2,5,1,0,2,Groups,Direct,0,0,0,0,2,0,0,Transient-Party,46.36,0,0,7,0
0,32,4,17,19,2,5,2,0,2,Groups,Direct,0,0,0,3,3,0,0,Transient-Party,69.36,0,0,7,0
0,32,4,17,19,2,5,2,0,2,Groups,Direct,0,0,0,4,4,0,0,Transient-Party,80.81,0,0,7,0
0,32,4,17,19,2,5,2,0,2,Groups,Direct,0,0,0,3,3,0,0,Transient-Party,69.36,0,0,7,0
0,39,4,18,24,2,0,2,0,1,Online TA,TA/TO,0,0,0,0,0,1,0,Transient,68.5,1,1,2,0
0,172,4,17,18,3,5,1,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,46.8,0,1,8,0
0,60,4,17,23,2,1,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,118.0,0,0,3,0
0,0,4,18,26,0,0,2,0,2,Offline TA/TO,TA/TO,1,0,0,4,8,0,0,Transient,0.0,0,0,0,1
0,160,4,17,18,3,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,1,0,Transient,66.8,0,1,8,0
0,41,4,17,23,2,1,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,74.67,1,1,3,1
0,15,4,17,23,2,1,2,0,1,Online TA,TA/TO,0,0,0,4,4,1,0,Transient,93.67,0,1,3,0
0,51,4,17,17,4,5,1,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,65.3,0,0,9,0
0,172,4,17,18,3,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,66.42,0,1,8,0
0,172,4,17,18,3,5,1,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,1,0,Transient-Party,46.8,0,1,8,0
0,90,4,17,19,2,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,62.05,0,0,7,0
0,172,4,17,18,3,5,1,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,46.8,0,1,8,0
0,36,4,18,24,2,0,1,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,81.0,1,1,2,0
0,172,4,17,18,3,5,1,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,46.8,0,1,8,0
0,172,4,17,18,3,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,1,0,Transient,64.8,0,1,8,0
0,172,4,17,18,3,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,66.42,0,1,8,0
0,172,4,17,18,3,5,1,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,35.05,0,0,8,0
0,172,4,17,18,3,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,64.8,0,1,8,0
0,172,4,17,18,3,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,68.42,0,1,8,0
0,190,4,17,19,2,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,75.6,0,0,7,0
0,172,4,17,18,3,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,66.8,0,1,8,0
0,42,4,17,18,3,5,2,0,2,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,90.49,0,0,8,1
0,172,4,17,18,3,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,75.6,0,0,8,0
0,172,4,17,18,3,5,1,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,48.8,0,1,8,0
0,0,4,18,25,1,0,1,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,50.0,0,0,1,0
0,33,4,17,23,2,1,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,75.0,0,0,3,1
0,0,4,18,25,1,0,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,59.0,0,0,1,0
0,36,4,18,24,2,0,1,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,75.0,0,1,2,0
0,1,4,16,16,4,6,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,85.0,0,1,10,0
0,99,4,17,19,2,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,42.19,0,1,7,0
0,1,4,18,25,1,0,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,80.0,1,1,1,0
0,172,4,17,18,3,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,66.42,0,1,8,0
0,172,4,17,18,3,5,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,8,0,0,Transient-Party,66.42,0,1,8,0
0,123,4,18,24,2,0,2,0,0,Direct,Direct,0,0,0,3,8,0,0,Transient,0.0,1,0,2,1
0,38,4,17,20,2,5,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,83.0,0,1,7,0
0,0,4,18,26,0,1,1,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,79.0,0,0,1,1
0,0,4,18,26,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,59.0,0,0,1,1
0,0,10,44,28,0,1,2,0,1,Online TA,TA/TO,1,0,1,3,3,0,0,Transient,73.0,0,0,1,1
0,0,1,1,4,0,0,2,0,1,Direct,TA/TO,1,0,2,0,3,1,0,Transient,0.0,0,0,0,1
0,6,4,18,25,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,77.0,0,1,2,0
0,0,4,18,26,0,1,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,74.0,1,1,1,0
0,7,4,18,25,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,65.0,0,1,2,0
0,6,4,18,26,0,1,2,0,1,Direct,Direct,0,0,0,0,3,0,0,Transient,77.0,0,1,1,0
0,63,4,17,19,2,6,3,0,1,Direct,Direct,0,0,0,6,6,1,0,Transient,128.0,0,0,8,0
0,100,4,17,22,2,3,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,49.59,0,0,5,0
0,6,4,18,26,0,1,1,0,1,Direct,Direct,0,0,0,0,3,0,0,Transient-Party,64.0,1,0,1,1
0,29,4,17,20,2,5,1,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,54.86,0,1,7,0
0,37,4,17,23,2,2,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,61.5,0,1,4,1
0,13,4,18,25,1,1,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,89.0,1,1,2,0
0,9,4,18,25,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,50.05,0,1,2,0
0,6,4,18,26,0,1,1,0,1,Direct,Direct,0,0,0,0,3,0,0,Transient-Party,64.0,0,0,1,1
0,2,4,18,25,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,65.0,0,1,2,0
0,3,4,18,25,1,1,2,0,1,Direct,Direct,0,0,0,0,0,1,0,Transient,81.0,1,1,2,1
0,47,4,18,26,0,1,2,0,1,Complementary,Direct,0,0,0,5,5,1,0,Transient,0.0,1,1,1,1
0,6,4,18,28,0,0,1,0,1,Corporate,Corporate,0,0,0,0,3,0,0,Transient,0.0,0,0,0,1
0,6,4,18,28,0,0,1,0,1,Corporate,Corporate,0,0,0,0,3,0,0,Transient,0.0,0,0,0,1
0,115,4,18,28,0,3,1,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,46.1,0,1,3,0
0,82,4,18,28,2,4,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,43.97,0,1,6,0
0,73,4,18,29,0,0,2,0,1,Online TA,TA/TO,0,0,0,0,2,6,0,Transient,0.0,0,1,0,1
0,42,4,18,24,2,2,3,0,1,Direct,Direct,0,0,0,3,3,2,0,Transient,94.75,0,0,4,0
0,30,4,17,19,2,7,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,75.0,0,0,9,0
0,113,4,18,26,0,2,1,0,1,Online TA,TA/TO,0,0,0,6,6,1,0,Transient,78.31,0,1,2,0
0,113,4,18,26,0,2,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,78.31,0,1,2,0
0,81,4,17,23,2,3,2,0,1,Online TA,TA/TO,0,0,0,6,6,1,0,Transient,115.4,0,0,5,0
0,21,4,18,25,1,2,1,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,2,0,Transient,50.4,0,0,3,1
0,109,4,18,24,2,2,2,0,1,Online TA,TA/TO,0,0,0,0,2,1,0,Transient,52.2,1,1,4,0
0,109,4,18,24,2,2,2,0,1,Online TA,TA/TO,0,0,0,0,2,1,0,Transient,52.2,0,1,4,0
0,35,4,17,21,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,1,0,Transient,41.4,0,0,7,0
0,1,4,18,24,2,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,64.5,0,0,4,0
0,89,4,16,16,4,8,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,59.5,0,0,12,0
0,5,4,18,27,0,1,1,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,56.0,1,0,1,1
0,1,4,18,26,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,68.0,1,1,2,0
0,1,4,18,28,0,1,2,0,1,Direct,TA/TO,0,0,0,3,3,0,0,Transient,71.0,1,1,1,0
0,19,4,18,26,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,65.0,0,1,2,0
0,5,5,23,30,1,1,1,0,1,Corporate,Corporate,1,0,1,0,0,0,0,Transient-Party,54.0,0,0,2,1
0,0,10,43,18,0,2,1,0,1,Corporate,Corporate,1,0,2,0,4,0,0,Transient,50.0,0,0,2,1
0,22,4,18,27,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,83.0,1,0,1,0
0,2,4,18,26,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient-Party,77.0,1,0,2,1
0,2,4,18,26,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient-Party,74.0,0,0,2,1
0,5,4,18,27,0,1,1,0,1,Corporate,Corporate,0,0,0,0,3,0,0,Transient,39.0,0,0,1,1
0,2,4,18,25,1,2,2,0,2,Direct,Direct,0,0,0,4,4,1,0,Transient,106.5,0,0,3,1
0,71,4,17,23,2,3,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,61.2,0,3,5,0
0,0,4,18,27,0,1,2,0,1,Online TA,Direct,0,0,0,0,0,2,0,Transient,65.0,0,1,1,0
0,0,4,18,27,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,65.0,1,0,1,1
0,100,4,18,24,2,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,73.0,0,1,4,0
0,1,4,18,26,0,2,2,0,2,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,114.0,1,1,2,0
0,63,4,18,25,1,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,79.0,1,1,3,0
0,6,4,18,27,0,1,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient-Party,72.0,0,0,1,1
0,10,2,5,3,0,1,2,0,1,Direct,Direct,1,0,1,0,3,0,0,Group,40.5,0,1,1,1
0,32,4,18,25,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,65.0,0,1,3,0
0,2,4,18,28,0,1,2,0,1,Direct,TA/TO,0,0,0,0,0,0,0,Transient,65.0,0,1,1,0
0,25,4,18,26,0,2,2,0,1,Direct,Direct,0,0,0,5,5,2,0,Transient,85.5,0,0,2,1
0,22,4,17,18,3,7,2,0,1,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,73.15,0,1,10,1
0,41,4,17,23,2,3,2,0,1,Direct,Direct,0,0,0,3,3,3,0,Transient,59.22,0,1,5,0
0,15,4,18,24,2,2,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,78.75,0,0,4,0
0,101,4,18,29,2,5,2,0,1,Groups,TA/TO,0,0,0,0,8,9,0,Transient-Party,47.0,0,0,7,0
0,104,4,17,20,2,6,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,4,1,0,Transient,50.15,0,0,8,0
0,6,4,18,25,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,65.0,0,1,3,0
0,86,4,16,14,4,10,2,0,2,Offline TA/TO,TA/TO,0,0,0,4,4,0,0,Contract,86.95,0,1,14,0
0,104,4,18,28,2,6,2,0,1,Online TA,TA/TO,0,0,0,4,4,1,0,Transient,80.45,0,1,8,0
0,72,4,18,29,2,2,2,0,1,Online TA,TA/TO,0,0,0,3,5,0,0,Transient,101.25,0,0,4,0
0,95,4,18,26,0,3,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,39.95,0,0,3,0
0,3,4,17,17,4,8,2,0,1,Direct,Direct,0,0,0,6,6,0,0,Transient,126.67,0,1,12,0
0,72,4,18,24,2,3,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,61.2,0,0,5,0
0,72,4,18,24,2,3,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,61.2,0,0,5,0
0,72,4,18,24,2,3,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,61.2,0,0,5,0
0,46,4,18,24,2,3,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,57.96,0,0,5,0
0,72,4,18,24,2,3,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,74.7,0,0,5,0
0,83,4,18,26,0,3,2,0,2,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,75.6,0,1,3,0
0,15,4,18,28,0,1,2,0,1,Direct,Direct,0,0,0,4,4,1,0,Transient,85.0,0,0,1,0
0,68,4,18,24,2,3,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,73.0,0,0,5,0
0,101,4,17,23,2,4,2,0,1,Offline TA/TO,TA/TO,0,0,0,4,4,0,0,Transient,64.67,0,0,6,0
0,108,4,18,24,2,3,1,0,1,Online TA,TA/TO,0,0,0,0,0,1,0,Transient,44.1,0,0,5,1
0,7,4,18,28,0,1,1,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,58.0,0,0,1,1
0,6,6,23,8,0,1,1,0,1,Online TA,TA/TO,1,0,1,0,0,0,0,Transient,105.6,0,0,1,1
0,6,6,26,29,0,1,1,0,1,Online TA,TA/TO,1,0,2,0,3,0,0,Group,108.24,0,0,1,1
0,22,4,18,26,0,3,2,0,1,Complementary,Direct,0,0,0,0,3,1,0,Transient,23.5,1,0,3,1
0,5,4,18,27,0,2,1,0,2,Online TA,TA/TO,0,0,0,4,4,1,0,Transient,107.0,1,1,2,0
0,6,4,18,28,0,1,1,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,56.0,0,0,1,1
0,6,4,18,28,0,1,1,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,56.0,0,0,1,1
0,3,11,49,28,1,0,1,0,1,Online TA,TA/TO,1,0,1,0,3,0,0,Transient,43.0,0,1,1,1
0,6,3,12,22,0,1,1,0,1,Direct,TA/TO,1,0,2,0,3,0,0,Transient,60.0,0,1,1,1
0,179,4,18,27,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,52.2,0,1,2,0
0,179,4,18,27,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,58.2,1,1,2,0
0,88,4,17,23,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,1,0,Transient,49.5,0,0,7,0
0,0,4,18,27,0,2,2,0,1,Online TA,Direct,0,0,0,3,3,1,0,Transient,76.0,1,1,2,0
0,9,4,18,28,0,1,1,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,39.0,0,0,1,1
0,6,11,47,14,1,0,1,0,1,Corporate,Corporate,1,0,1,0,0,0,0,Transient,30.0,1,0,1,1
0,2,1,4,25,0,2,1,0,1,Corporate,Corporate,1,0,2,0,3,0,0,Transient-Party,38.5,1,0,2,1
0,5,4,18,26,0,3,1,0,1,Corporate,Corporate,0,0,0,0,0,1,0,Transient,51.0,1,0,3,1
0,5,10,42,12,0,2,1,0,1,Corporate,Corporate,1,0,1,0,6,0,0,Transient,51.0,1,0,2,1
0,3,5,21,22,1,2,1,0,1,Corporate,Corporate,1,0,2,0,0,0,0,Transient,52.0,1,0,3,1
0,42,4,18,28,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,1,1,0
0,44,4,18,27,0,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,78.0,0,0,2,0
0,20,4,17,26,0,2,2,0,1,Online TA,TA/TO,1,0,1,4,4,0,0,Transient,115.0,0,1,2,0
0,1,4,18,28,0,1,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,86.0,1,0,1,1
0,1,4,18,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,69.0,1,1,3,0
0,56,4,18,25,1,3,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,47.4,1,0,4,0
0,56,4,18,25,1,3,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient-Party,39.1,0,0,4,0
0,35,4,18,25,1,3,2,0,2,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,71.82,0,0,4,1
0,6,4,18,28,0,1,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient,65.0,1,0,1,1
0,62,4,18,25,1,3,1,0,3,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,53.01,0,0,4,0
0,64,4,17,23,2,4,2,0,1,Direct,Direct,0,0,0,6,6,0,0,Transient,103.0,0,1,6,0
0,2,4,18,25,1,3,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,56.0,0,1,4,1
0,5,4,18,25,1,3,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,85.0,0,0,4,1
0,0,4,18,28,0,1,2,0,1,Direct,Direct,0,0,0,0,3,0,0,Transient,50.4,0,0,1,1
0,72,4,18,24,2,3,1,0,1,Direct,Direct,0,0,0,3,3,1,0,Transient,61.2,0,0,5,0
0,44,4,17,23,2,4,2,0,1,Online TA,TA/TO,0,0,0,5,8,0,0,Transient,86.46,1,1,6,0
0,7,4,18,29,0,1,2,0,1,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,73.15,1,1,1,0
0,85,4,18,28,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,68.0,0,0,1,0
0,92,4,18,29,2,6,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,68.0,0,1,8,0
0,1,4,18,29,0,0,2,0,3,Offline TA/TO,TA/TO,0,0,0,0,8,1,0,Transient,0.0,0,0,0,1
0,10,4,18,25,1,4,2,0,3,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,104.0,0,2,5,0
0,31,4,16,16,4,10,2,0,1,Offline TA/TO,TA/TO,0,0,0,4,4,0,0,Transient,65.0,0,0,14,0
